name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),veg_nonveg_type,famous_dish,success_rate,cancellation_rate,latitude,longitude,distance_km
Dunkin' Donuts,1,0,4.0,1084,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550.0,Dine-out,Lavelle Road,Veg,Burgers,0.5504689945122915,0.4495310054877085,12.9716,77.5946,1.1799233423387865
Siddiqu Kabab Center,0,0,4.4,178,Richmond Road,Quick Bites,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","North Indian, Rolls",250.0,Dine-out,Lavelle Road,Veg,Rolls,0.4202011461854837,0.5797988538145162,12.9716,77.5946,1.1799233423387865
The Bundle Co.,1,0,4.4,227,Mg Road,Quick Bites,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700.0,Dine-out,Lavelle Road,Veg,Burgers,0.6024995801610569,0.39750041983894313,12.9716,77.5946,1.1799233423387865
Khazana Food Paradise,0,0,4.1,362,Richmond Road,Quick Bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400.0,Dine-out,Lavelle Road,Both,Beef Biryani,0.42024972535511557,0.5797502746448844,12.9716,77.5946,1.1799233423387865
Bhagatram Sweets,0,0,3.4,225,Commercial Street,Quick Bites,"Gulab Jamun, Jalebi, Samosa, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",300.0,Dine-out,Lavelle Road,Veg,Gulab Jamun,0.39598407898723736,0.6040159210127627,12.9716,77.5946,1.1799233423387865
Mandarin Box,0,0,3.9,84,Church Street,Quick Bites,"Momos, Hakka Noodles, Chop Suey",Chinese,500.0,Dine-out,Lavelle Road,Veg,Momos,0.34495147281366445,0.6550485271863355,12.9716,77.5946,1.1799233423387865
Indian Coffee House,0,0,4.0,1223,Church Street,Quick Bites,"Mutton Cutlets, Masala Dosa, Filter Coffee, Omelette, Vada, Scrambled Eggs, Hot Coffee",South Indian,200.0,Dine-out,Lavelle Road,Veg,Mutton Cutlets,0.4756338762148956,0.5243661237851044,12.9716,77.5946,1.1799233423387865
99 Pancakes,1,0,4.1,45,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300.0,Dine-out,Lavelle Road,Veg,Nutella Pancakes,0.5148854009108701,0.4851145990891299,12.9716,77.5946,1.1799233423387865
Siddappa Hotel,0,0,4.1,274,Richmond Road,Quick Bites,"Masala Dosa, Idli, Kali Dosa, Ghee Khali Dosa, Tomato Rice, Set Dosa, Ghee Rice",South Indian,150.0,Dine-out,Lavelle Road,Veg,Masala Dosa,0.4151742957589921,0.5848257042410079,12.9716,77.5946,1.1799233423387865
Lakeview Milkbar,0,0,4.0,1460,Mg Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450.0,Dine-out,Lavelle Road,Veg,Butterscotch Ice Cream,0.37128628878015096,0.6287137112198491,12.9716,77.5946,1.1799233423387865
Taco Bell,1,0,3.9,35,Brigade Road,Quick Bites,Mexican,"Mexican, American, Fast Food",600.0,Dine-out,Lavelle Road,Veg,Mexican,0.5869933083197855,0.41300669168021453,12.9716,77.5946,1.1799233423387865
eat.fit,1,1,4.1,106,Church Street,Quick Bites,Biryani,North Indian,300.0,Dine-out,Lavelle Road,Veg,Biryani,0.5015487662822817,0.49845123371771827,12.9716,77.5946,1.1799233423387865
Leon Grill,1,0,4.3,288,St. Marks Road,Quick Bites,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Fast Food",500.0,Dine-out,Lavelle Road,Veg,Burgers,0.5533635558777555,0.44663644412224446,12.9716,77.5946,1.1799233423387865
Kentacky Chicken Corner,0,0,4.0,106,Richmond Road,Quick Bites,"Chicken Curry, Biryani, Chilli Chicken, Fry Prawns, Chicken Kebab","Andhra, South Indian",300.0,Dine-out,Lavelle Road,Veg,Chicken Curry,0.40065488428063933,0.5993451157193607,12.9716,77.5946,1.1799233423387865
Northern Route,1,0,4.1,161,St. Marks Road,Quick Bites,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk","North Indian, Street Food",300.0,Dine-out,Lavelle Road,Veg,Paratha,0.5588694889373753,0.4411305110626247,12.9716,77.5946,1.1799233423387865
Juice Junction,1,0,4.0,101,St. Marks Road,Quick Bites,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150.0,Dine-out,Lavelle Road,Veg,Sandwiches,0.5606442622882428,0.4393557377117572,12.9716,77.5946,1.1799233423387865
Nisarga Garden,0,0,4.0,90,Infantry Road,Quick Bites,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300.0,Dine-out,Lavelle Road,Veg,Akki Rottis,0.4684183461938393,0.5315816538061606,12.9716,77.5946,1.1799233423387865
Chetty's Coffee,1,0,3.8,18,Mg Road,Quick Bites,South Indian,South Indian,200.0,Dine-out,Lavelle Road,Veg,South Indian,0.5571993909489371,0.4428006090510629,12.9716,77.5946,1.1799233423387865
Amdo's Corner Tibetan Foods,0,0,4.0,47,Richmond Road,Quick Bites,Tibetan,"Tibetan, Momos",250.0,Dine-out,Lavelle Road,Veg,Tibetan,0.4209135158281501,0.5790864841718499,12.9716,77.5946,1.1799233423387865
KFC,1,0,3.8,199,Brigade Road,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Popcorn, Rice Bowl","Burger, Fast Food",450.0,Dine-out,Lavelle Road,Veg,Burgers,0.5155832081091289,0.48441679189087106,12.9716,77.5946,1.1799233423387865
The Chocolate Heaven,1,0,3.700448817952718,0,Commercial Street,"Dessert Parlor, Cafe",Desserts,"Desserts, Cafe",600.0,Dine-out,Lavelle Road,Veg,Desserts,0.4704959175989735,0.5295040824010264,12.9716,77.5946,1.1799233423387865
Stars 'N' Stripes,0,0,2.7,77,Mg Road,Quick Bites,"Burgers, Biryani","North Indian, Chinese, Fast Food",500.0,Dine-out,Lavelle Road,Veg,Burgers,0.20983561987946514,0.7901643801205349,12.9716,77.5946,1.1799233423387865
Sri Saravana Bhavan,0,0,3.9,77,Commercial Street,Quick Bites,"Filter Coffee, Idli",South Indian,150.0,Dine-out,Lavelle Road,Veg,Filter Coffee,0.28934891576482624,0.7106510842351738,12.9716,77.5946,1.1799233423387865
Koshy's,0,0,3.6,53,Richmond Road,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300.0,Dine-out,Lavelle Road,Veg,Plum Cake,0.2910151491154828,0.7089848508845171,12.9716,77.5946,1.1799233423387865
Gangotree,0,0,3.8,51,Race Course Road,Quick Bites,Street Food,Street Food,150.0,Dine-out,Lavelle Road,Veg,Street Food,0.3627966938146371,0.6372033061853629,12.9716,77.5946,1.1799233423387865
Burger King,1,0,3.9,653,Commercial Street,Quick Bites,"Burgers, Chicken Tandoori Grill Burger, Cheesy Chicken Fries, Chicken Whopper, Whopper Burger, Tandoor Chicken Burger, Mutton Whopper","Burger, Fast Food, Beverages",600.0,Dine-out,Lavelle Road,Veg,Burgers,0.5685755007742889,0.43142449922571113,12.9716,77.5946,1.1799233423387865
Hotel Fanoos,1,0,4.0,789,Richmond Road,Quick Bites,"Rolls, Shawarma, Chicken Shawarama, Beef Shwarma, Haleem, Beef Seekh Roll, Chicken Roll","Arabian, Biryani, Rolls, Kebab",400.0,Dine-out,Lavelle Road,Non-Veg,Rolls,0.6057884692747562,0.39421153072524384,12.9716,77.5946,1.1799233423387865
Desi Vdesi,1,0,3.9,113,Shanti Nagar,Quick Bites,"Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha","Fast Food, North Indian, Rolls",250.0,Dine-out,Lavelle Road,Veg,Rolls,0.5945299407126516,0.40547005928734836,12.9716,77.5946,1.1799233423387865
Little White Kitchen,1,0,3.8,19,Brigade Road,Quick Bites,Chinese,"Chinese, Continental, North Indian, Italian",200.0,Dine-out,Lavelle Road,Veg,Chinese,0.49055240489410534,0.5094475951058947,12.9716,77.5946,1.1799233423387865
Haji Ali Juice Centre,1,0,4.1,79,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350.0,Dine-out,Lavelle Road,Veg,Sandwiches,0.5418113187478699,0.4581886812521301,12.9716,77.5946,1.1799233423387865
Domino's Pizza,1,0,3.8,122,Mg Road,Quick Bites,"Pizza, Garlic Bread","Pizza, Fast Food",400.0,Dine-out,Lavelle Road,Veg,Pizza,0.4432452198896852,0.5567547801103148,12.9716,77.5946,1.1799233423387865
Sri Udupi Park,1,0,3.8,106,Residency Road,Quick Bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200.0,Dine-out,Lavelle Road,Veg,Vada,0.533363093172989,0.466636906827011,12.9716,77.5946,1.1799233423387865
Kabab Souq,1,0,3.6,112,Richmond Road,Quick Bites,Kebab,"Kebab, North Indian, Arabian, Chinese",500.0,Dine-out,Lavelle Road,Both,Kebab,0.5638339955994928,0.43616600440050723,12.9716,77.5946,1.1799233423387865
New Kudla Family Resturant,1,0,3.2,5,Mg Road,Quick Bites,North Indian,"North Indian, Chinese",450.0,Dine-out,Lavelle Road,Veg,North Indian,0.5496529591499062,0.4503470408500938,12.9716,77.5946,1.1799233423387865
Chickpet Donne Biryani House,1,0,3.7,49,Commercial Street,Quick Bites,Biryani,Biryani,250.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.5478974299560597,0.4521025700439403,12.9716,77.5946,1.1799233423387865
KKR FOODIES,1,1,3.2,60,St. Marks Road,Quick Bites,Biryani,"Fast Food, North Indian",400.0,Dine-out,Lavelle Road,Veg,Biryani,0.5447308348121156,0.4552691651878844,12.9716,77.5946,1.1799233423387865
Munchies,1,0,3.9,65,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250.0,Dine-out,Lavelle Road,Veg,Burgers,0.582849858793362,0.41715014120663796,12.9716,77.5946,1.1799233423387865
Vishnu Sagar,0,0,3.0,33,Commercial Street,Quick Bites,"Pav Bhaji, Panipuri, Chaat","South Indian, Chinese, North Indian",400.0,Dine-out,Lavelle Road,Veg,Pav Bhaji,0.25596063642429046,0.7440393635757095,12.9716,77.5946,1.1799233423387865
McDonald's,0,0,2.8,93,Commercial Street,Quick Bites,"Burgers, Peri Peri Fries","Fast Food, Burger",500.0,Dine-out,Lavelle Road,Veg,Burgers,0.19609301320496145,0.8039069867950386,12.9716,77.5946,1.1799233423387865
Taste Of Tibet,0,0,4.1,341,Brigade Road,Quick Bites,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings","Tibetan, Chinese, Momos",300.0,Dine-out,Lavelle Road,Veg,Thukpa,0.2743197069746819,0.7256802930253181,12.9716,77.5946,1.1799233423387865
SGS Non Veg - Gundu Pulav,1,0,3.9,56,St. Marks Road,Quick Bites,Chilli Chicken,"Biryani, Fast Food",400.0,Dine-out,Lavelle Road,Both,Chilli Chicken,0.6246575732202954,0.37534242677970464,12.9716,77.5946,1.1799233423387865
Masala Oota,1,0,3.6,79,Residency Road,Quick Bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500.0,Dine-out,Lavelle Road,Both,Donne Chicken Biryani,0.5237467835673116,0.47625321643268836,12.9716,77.5946,1.1799233423387865
Fatima Bakery,0,0,3.7,14,Richmond Road,"Bakery, Quick Bites",Bakery,"Bakery, Fast Food",300.0,Dine-out,Lavelle Road,Veg,Bakery,0.40716435095485476,0.5928356490451452,12.9716,77.5946,1.1799233423387865
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,0,0,3.6,26,Shivajinagar,Quick Bites,Biryani,Biryani,300.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.27798174709904133,0.7220182529009587,12.9716,77.5946,1.1799233423387865
Mel's Korner,0,0,3.7,95,Church Street,Quick Bites,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",Fast Food,500.0,Dine-out,Lavelle Road,Veg,Shawarma,0.4606342139256706,0.5393657860743294,12.9716,77.5946,1.1799233423387865
WOW! Momo,1,0,3.6,124,Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400.0,Dine-out,Lavelle Road,Veg,Burgers,0.5147707133123134,0.4852292866876866,12.9716,77.5946,1.1799233423387865
Hotel Ajantha,0,0,3.9,76,Mg Road,Quick Bites,"Masala Dosa, Filter Coffee, Vada, Akki Rottis, Rava Dosa",South Indian,200.0,Dine-out,Lavelle Road,Veg,Masala Dosa,0.32924511305050064,0.6707548869494994,12.9716,77.5946,1.1799233423387865
Deccan Spices,0,0,3.7,24,Richmond Road,Quick Bites,Biryani,"Biryani, Mughlai, Fast Food",500.0,Dine-out,Lavelle Road,Both,Biryani,0.32720165433504317,0.6727983456649569,12.9716,77.5946,1.1799233423387865
Goli Vada Pav No. 1,0,0,3.6,19,Residency Road,Quick Bites,Street Food,Street Food,200.0,Dine-out,Lavelle Road,Veg,Street Food,0.3338614618085234,0.6661385381914766,12.9716,77.5946,1.1799233423387865
Yomama!!,0,0,3.6,8,Brigade Road,Quick Bites,Continental,"Continental, Burger, Cafe, Steak",800.0,Dine-out,Lavelle Road,Veg,Continental,0.3216474852475295,0.6783525147524705,12.9716,77.5946,1.1799233423387865
Just Bake,1,0,3.5,33,Shanti Nagar,"Bakery, Quick Bites",Bakery,Bakery,400.0,Dine-out,Lavelle Road,Veg,Bakery,0.4873216449429244,0.5126783550570756,12.9716,77.5946,1.1799233423387865
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,1,0,3.9,58,Mg Road,Dessert Parlor,Desserts,Desserts,600.0,Dine-out,Lavelle Road,Veg,Desserts,0.47336161744051747,0.5266383825594825,12.9716,77.5946,1.1799233423387865
Adda,0,0,3.3,5,Shanti Nagar,Quick Bites,South Indian,South Indian,300.0,Dine-out,Lavelle Road,Veg,South Indian,0.24737273701338974,0.7526272629866102,12.9716,77.5946,1.1799233423387865
Donne Biryani House,1,0,3.4,70,Residency Road,Quick Bites,Biryani,Biryani,400.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.5549694070479381,0.44503059295206193,12.9716,77.5946,1.1799233423387865
Kabab Nation Corner,1,0,3.5,75,Brigade Road,Quick Bites,Chinese,"Chinese, Arabian, Fast Food",500.0,Dine-out,Lavelle Road,Veg,Chinese,0.46985060452008265,0.5301493954799174,12.9716,77.5946,1.1799233423387865
Shilpa Veg,0,0,3.6,37,Shivajinagar,Quick Bites,South Indian,"South Indian, Street Food, Beverages, Desserts",250.0,Dine-out,Lavelle Road,Veg,South Indian,0.23981202632003057,0.7601879736799695,12.9716,77.5946,1.1799233423387865
New Udupi Upahar,0,0,3.1,7,Richmond Road,Quick Bites,South Indian,"South Indian, North Indian, Chinese",300.0,Dine-out,Lavelle Road,Veg,South Indian,0.20984977496899923,0.7901502250310007,12.9716,77.5946,1.1799233423387865
Aaha Andhra,0,0,3.6,16,Brigade Road,Food Court,Andhra,"Andhra, Biryani, North Indian",900.0,Dine-out,Lavelle Road,Both,Andhra,0.3208528567107048,0.6791471432892953,12.9716,77.5946,1.1799233423387865
Kerala Kitchen,0,0,3.1,32,Brigade Road,Quick Bites,Kerala,"Kerala, South Indian",200.0,Dine-out,Lavelle Road,Veg,Kerala,0.22510928384373588,0.7748907161562641,12.9716,77.5946,1.1799233423387865
Donne Biriyani Mane,1,0,3.4,63,Church Street,Quick Bites,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400.0,Dine-out,Lavelle Road,Non-Veg,Donne Biryani,0.4871310072812702,0.5128689927187298,12.9716,77.5946,1.1799233423387865
Platter,1,0,2.9,25,Residency Road,Quick Bites,Street Food,"Street Food, Juices",300.0,Dine-out,Lavelle Road,Veg,Street Food,0.39802291961561853,0.6019770803843815,12.9716,77.5946,1.1799233423387865
Hushy's Kitchen,1,0,3.5,58,Shanti Nagar,Quick Bites,Fast Food,Fast Food,300.0,Dine-out,Lavelle Road,Veg,Fast Food,0.564020940066922,0.43597905993307795,12.9716,77.5946,1.1799233423387865
Cafe Sandarshini,0,0,3.700448817952718,0,Shanti Nagar,Quick Bites,South Indian,"South Indian, North Indian",200.0,Dine-out,Lavelle Road,Veg,South Indian,0.36209857778401894,0.6379014222159811,12.9716,77.5946,1.1799233423387865
Kaati Zone,1,0,3.0,165,Church Street,Quick Bites,"Rolls, Chicken Tikka Roll, Cheese Roll","Fast Food, Biryani, Rolls",350.0,Dine-out,Lavelle Road,Both,Rolls,0.5638388053226253,0.4361611946773747,12.9716,77.5946,1.1799233423387865
Foody's,1,0,3.8,169,Shanti Nagar,Quick Bites,"Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea","North Indian, South Indian",250.0,Dine-out,Lavelle Road,Veg,Coffee,0.5339260549417055,0.46607394505829447,12.9716,77.5946,1.1799233423387865
Allana Kabab,0,0,3.3,4,Richmond Road,Quick Bites,North Indian,North Indian,200.0,Dine-out,Lavelle Road,Veg,North Indian,0.27332733401370213,0.7266726659862979,12.9716,77.5946,1.1799233423387865
Firewood Biryani,1,0,3.9,456,Residency Road,Quick Bites,"Hariyali Chicken, Rice Kheer, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400.0,Dine-out,Lavelle Road,Non-Veg,Hariyali Chicken,0.629802477602953,0.37019752239704695,12.9716,77.5946,1.1799233423387865
Hotel Metropole,0,0,2.9,18,Shivajinagar,Quick Bites,North Indian,"North Indian, Chinese, South Indian",400.0,Dine-out,Lavelle Road,Veg,North Indian,0.25737123675030693,0.7426287632496931,12.9716,77.5946,1.1799233423387865
Ultra Biriyani Paradise,0,0,3.3,9,Shanti Nagar,Quick Bites,Biryani,Biryani,300.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.24058507473512547,0.7594149252648745,12.9716,77.5946,1.1799233423387865
The Grand Taj,1,0,3.3,37,Shivajinagar,Quick Bites,North Indian,"North Indian, Chinese",350.0,Dine-out,Lavelle Road,Veg,North Indian,0.515980524116086,0.48401947588391403,12.9716,77.5946,1.1799233423387865
Faasos,1,0,3.9,252,Residency Road,Quick Bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500.0,Dine-out,Lavelle Road,Both,Rolls,0.5868178897325712,0.4131821102674288,12.9716,77.5946,1.1799233423387865
Vasudev Adiga's,0,0,3.4,60,Church Street,Quick Bites,"Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food",250.0,Dine-out,Lavelle Road,Veg,Masala Dosa,0.21137959722869396,0.7886204027713061,12.9716,77.5946,1.1799233423387865
Juice Shop,0,0,3.3,11,Brigade Road,Quick Bites,Street Food,"Street Food, Beverages",200.0,Dine-out,Lavelle Road,Veg,Street Food,0.255130520137436,0.744869479862564,12.9716,77.5946,1.1799233423387865
Durga Sagar,1,0,3.4,9,Shanti Nagar,Quick Bites,South Indian,South Indian,150.0,Dine-out,Lavelle Road,Veg,South Indian,0.5096764182482281,0.49032358175177193,12.9716,77.5946,1.1799233423387865
Ram Prasad Veg,0,0,3.7,15,Shivajinagar,Quick Bites,South Indian,South Indian,150.0,Dine-out,Lavelle Road,Veg,South Indian,0.41008133327094765,0.5899186667290524,12.9716,77.5946,1.1799233423387865
North Indian Hotel,0,0,3.4,11,Shivajinagar,Quick Bites,North Indian,North Indian,200.0,Dine-out,Lavelle Road,Veg,North Indian,0.3350959773477608,0.6649040226522391,12.9716,77.5946,1.1799233423387865
Khally Wally,0,0,3.700448817952718,0,Mg Road,Quick Bites,Biryani,"Biryani, Kebab",250.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.30935387153749005,0.69064612846251,12.9716,77.5946,1.1799233423387865
Hotel Ramprasad,1,0,4.2,94,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300.0,Dine-out,Lavelle Road,Veg,Filter Coffee,0.5662652850026819,0.4337347149973181,12.9716,77.5946,1.1799233423387865
Indira Darshini,1,0,3.5,21,Infantry Road,Quick Bites,South Indian,"South Indian, Chinese",200.0,Dine-out,Lavelle Road,Veg,South Indian,0.5527609492677298,0.4472390507322702,12.9716,77.5946,1.1799233423387865
Gundappa Donne Biryani,0,0,3.7,163,St. Marks Road,Quick Bites,"Chilli Chicken, Mutton Biryani, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300.0,Dine-out,Lavelle Road,Non-Veg,Chilli Chicken,0.21908886080006973,0.7809111391999303,12.9716,77.5946,1.1799233423387865
Royal Restaurant,0,0,3.2,7,Shivajinagar,Quick Bites,North Indian,"North Indian, Chinese",200.0,Dine-out,Lavelle Road,Veg,North Indian,0.23474569618076066,0.7652543038192393,12.9716,77.5946,1.1799233423387865
Khan Saheb Grills and Rolls,1,0,3.4,25,Langford Town,Quick Bites,Fast Food,"Fast Food, Rolls",350.0,Dine-out,Lavelle Road,Veg,Fast Food,0.5709109799666653,0.4290890200333347,12.9716,77.5946,1.1799233423387865
Chilli Chicken,1,0,3.1,7,Brigade Road,Quick Bites,Fast Food,Fast Food,500.0,Dine-out,Lavelle Road,Veg,Fast Food,0.47746563631906674,0.5225343636809332,12.9716,77.5946,1.1799233423387865
Roll Er Dokaan,1,0,3.3,19,Brigade Road,Quick Bites,Street Food,"Street Food, Rolls",300.0,Dine-out,Lavelle Road,Veg,Street Food,0.44990558307301415,0.5500944169269859,12.9716,77.5946,1.1799233423387865
Chaitanya Veg,1,0,3.2,5,Shivajinagar,Quick Bites,South Indian,South Indian,300.0,Dine-out,Lavelle Road,Veg,South Indian,0.41498494469456526,0.5850150553054347,12.9716,77.5946,1.1799233423387865
Baskin Robbins,1,0,3.7,24,Brigade Road,Dessert Parlor,Ice Cream,"Ice Cream, Desserts",250.0,Dine-out,Lavelle Road,Veg,Ice Cream,0.5799144900534497,0.42008550994655025,12.9716,77.5946,1.1799233423387865
New Arya Bhavan,0,0,3.1,23,Mg Road,Quick Bites,Street Food,"Street Food, Beverages, North Indian",300.0,Dine-out,Lavelle Road,Veg,Street Food,0.26680050078972645,0.7331994992102735,12.9716,77.5946,1.1799233423387865
